Date : 2025-04-13 21:09:17
Directory : c:\Users\Anuxa\source\repos\iWenJuan
Total : 192 files,  7176 codes, 990 comments, 1371 blanks, all 9537 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.Answer\appsettings.json                                        | JSON       |         16 |          0 |          1 |         17 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.Answer\iWenJuan.Client.Answer.csproj                           | XML        |         18 |          0 |          5 |         23 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.Answer\wwwroot\app.css                                         | CSS        |        157 |          0 |         35 |        192 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\App.razor                                 | Razor      |         22 |          0 |          5 |         27 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Custom\FluentAnswerLinkDialog.razor       | Razor      |         52 |          0 |          9 |         61 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Custom\FluentConfirmDialog.razor          | Razor      |         33 |          0 |          7 |         40 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Custom\FluentSelectEnum.razor             | Razor      |         51 |          0 |          7 |         58 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Layout\AuthLayout.razor                   | Razor      |         14 |          0 |          3 |         17 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Layout\MainLayout.razor                   | Razor      |        131 |          0 |         13 |        144 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Layout\NavMenu.razor                      | Razor      |         17 |          0 |          2 |         19 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Auth\ChangePassword.razor           | Razor      |         82 |          0 |         14 |         96 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Auth\Login.razor                    | Razor      |        127 |          0 |         11 |        138 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Auth\PersonalSpace.razor            | Razor      |         44 |          0 |          7 |         51 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Auth\Register.razor                 | Razor      |         83 |          0 |         15 |         98 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Auth\VerifyChangePassword.razor     | Razor      |         83 |          0 |         13 |         96 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Auth\VerifyRegister.razor           | Razor      |         86 |          0 |         13 |         99 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Dashboard.razor                     | Razor      |        115 |          0 |         23 |        138 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Data\AggregateOperationEditor.razor | Razor      |          3 |          0 |          3 |          6 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Data\DataManager.razor              | Razor      |         92 |          0 |         17 |        109 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Data\DataPreviewer.razor            | Razor      |         68 |          0 |         14 |         82 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Data\DataProcesser.razor            | Razor      |        174 |          0 |         34 |        208 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Data\DataVisualizer.razor           | Razor      |        199 |          0 |         40 |        239 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Data\OperationEditor.razor          | Razor      |        163 |          0 |         14 |        177 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Error.razor                         | Razor      |         29 |          0 |          8 |         37 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Home.razor                          | Razor      |          4 |          0 |          3 |          7 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\ConditionEditorDialog.razor  | Razor      |         56 |          0 |         11 |         67 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\ConditonEditor.razor         | Razor      |         23 |          0 |          4 |         27 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\OptionEditor.razor           | Razor      |         10 |          0 |          3 |         13 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\QuestionEditor.razor         | Razor      |         51 |          0 |         12 |         63 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\SurveyCard.razor             | Razor      |         54 |          0 |         12 |         66 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\SurveyCommunity.razor        | Razor      |         73 |          0 |         16 |         89 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\SurveyEditor.razor           | Razor      |        209 |          0 |         28 |        237 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Survey\SurveyManager.razor          | Razor      |        135 |          0 |         18 |        153 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Pages\Test.razor                          | Razor      |         55 |          0 |          7 |         62 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\Routes.razor                              | Razor      |          6 |          0 |          1 |          7 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Components\_Imports.razor                            | Razor      |         23 |          0 |          0 |         23 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Program.cs                                           | C#         |         72 |         17 |         15 |        104 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Properties\launchSettings.json                       | JSON       |         23 |          0 |          1 |         24 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Services\AuthStateProvider.cs                        | C#         |         17 |          0 |          6 |         23 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Services\AuthenticationService.cs                    | C#         |         17 |          0 |          5 |         22 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\Services\HttpOnlyCookieService.cs                    | C#         |         31 |         11 |          8 |         50 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\appsettings.Development.json                         | JSON       |          8 |          0 |          1 |          9 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\appsettings.json                                     | JSON       |         17 |          0 |          1 |         18 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\iWenJuan.Client.WorkSpace.csproj                     | XML        |         19 |          0 |          4 |         23 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\wwwroot\app.css                                      | CSS        |        157 |          0 |         35 |        192 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\wwwroot\clipboard.js                                 | JavaScript |          6 |          0 |          0 |          6 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Client.WorkSpace\wwwroot\cookieHelper.js                              | JavaScript |         22 |          0 |          2 |         24 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Controllers\AuthController.cs                            | C#         |        107 |         52 |         27 |        186 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Controllers\UserController.cs                            | C#         |         31 |          8 |          6 |         45 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Data\AuthDbContext.cs                                    | C#         |         14 |          0 |          4 |         18 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Dockerfile                                               | Docker     |         21 |          5 |          5 |         31 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Interface\IJwtTokenHelper.cs                             | C#         |          6 |         12 |          3 |         21 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Interface\IMessageQueueService.cs                        | C#         |          6 |         13 |          3 |         22 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Interface\IPasswordHasher.cs                             | C#         |          6 |         11 |          3 |         20 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Interface\IRedisService.cs                               | C#         |          7 |         21 |          4 |         32 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Interface\IVerificationCodeService.cs                    | C#         |          6 |         15 |          3 |         24 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Models\User.cs                                           | C#         |         15 |          0 |          7 |         22 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Program.cs                                               | C#         |         68 |         26 |         12 |        106 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Properties\launchSettings.json                           | JSON       |         31 |          0 |          0 |         31 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Services\JwtTokenHelper.cs                               | C#         |         73 |         34 |         11 |        118 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Services\RabbitMQService.cs                              | C#         |         32 |         20 |          8 |         60 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Services\RedisService.cs                                 | C#         |         32 |          0 |          7 |         39 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Services\VerificationCodeService.cs                      | C#         |         42 |          0 |          9 |         51 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\Utils\PasswordHasherWithArgon2.cs                        | C#         |         47 |         27 |          9 |         83 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\appsettings.Development.json                             | JSON       |          8 |          0 |          1 |          9 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\appsettings.json                                         | JSON       |         15 |          0 |          1 |         16 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Auth\iWenJuan.Service.Auth.csproj                             | XML        |         22 |          0 |          5 |         27 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\Controllers\CsvProcessingController.cs         | C#         |         41 |          2 |         14 |         57 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\Dockerfile                                     | Docker     |         20 |          5 |          5 |         30 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\Interface\ICsvProcessingService.cs             | C#         |          6 |          0 |          4 |         10 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\Program.cs                                     | C#         |         29 |          4 |         13 |         46 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\Properties\launchSettings.json                 | JSON       |         32 |          0 |          0 |         32 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\Services\CsvProcessingService.cs               | C#         |        184 |         49 |         28 |        261 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\appsettings.Development.json                   | JSON       |          8 |          0 |          1 |          9 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\appsettings.json                               | JSON       |         15 |          0 |          1 |         16 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataProcessing\iWenJuan.Service.DataProcessing.csproj         | XML        |         17 |          0 |          5 |         22 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Controllers\FileStorageController.cs              | C#         |        103 |         54 |         12 |        169 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Data\StorageDbContext.cs                          | C#         |         10 |          0 |          3 |         13 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Dockerfile                                        | Docker     |         20 |          5 |          5 |         30 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Interface\IExportService.cs                       | C#         |          5 |          8 |          2 |         15 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Interface\IFileStorageService.cs                  | C#         |         10 |         22 |          6 |         38 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Models\StoredFile.cs                              | C#         |         15 |          0 |          3 |         18 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Program.cs                                        | C#         |         43 |          8 |         15 |         66 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Properties\launchSettings.json                    | JSON       |         31 |          0 |          0 |         31 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Services\ExportService.cs                         | C#         |         15 |         10 |          5 |         30 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\Services\FileStorageService.cs                    | C#         |         45 |         30 |          9 |         84 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\appsettings.Development.json                      | JSON       |          8 |          0 |          1 |          9 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\appsettings.json                                  | JSON       |         15 |          0 |          1 |         16 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.DataStorage\iWenJuan.Service.DataStorage.csproj               | XML        |         18 |          0 |          5 |         23 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Email\Dockerfile                                              | Docker     |         21 |          5 |          5 |         31 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Email\Interface\IEmailService.cs                              | C#         |          5 |         10 |          2 |         17 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Email\Program.cs                                              | C#         |         20 |          8 |         13 |         41 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Email\Properties\launchSettings.json                          | JSON       |         31 |          0 |          0 |         31 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Email\Services\EmailService.cs                                | C#         |         35 |         36 |         11 |         82 |
| c:\Users\Anuxa\source\repos\iWenJuan\iWenJuan.Service.Email\Services\RabbitMQConsumerService.cs                     | C#         |         45 |         23 |         12 |         80 |
